,Country,MEASURE,Age group,Year,Unit Code,Unit,Value
62859,Iceland,CPI2015,Total population,2010,IDX,Index,84.85552
62860,Iceland,CPI2015,Total population,2011,IDX,Index,88.25061
62861,Iceland,CPI2015,Total population,2012,IDX,Index,92.8272
62862,Iceland,CPI2015,Total population,2013,IDX,Index,96.42172
62863,Iceland,CPI2015,Total population,2014,IDX,Index,98.39318
62864,Iceland,CPI2015,Total population,2015,IDX,Index,100.0
62865,Iceland,CPI2015,Total population,2016,IDX,Index,101.6969
62866,Iceland,CPI2015,Total population,2017,IDX,Index,103.4872
62867,Japan,CPI2015,Retirement age population: above 65,2009,IDX,Index,97.225
62868,Japan,CPI2015,Retirement age population: above 65,2012,IDX,Index,96.21667
62869,Japan,CPI2015,Retirement age population: above 65,2015,IDX,Index,100.0
62873,Hungary,CPI2015,Working age population: 18-65,2009,IDX,Index,85.62177
62874,Hungary,CPI2015,Working age population: 18-65,2010,IDX,Index,89.77917
62875,Hungary,CPI2015,Working age population: 18-65,2011,IDX,Index,93.30743000000001
62876,Hungary,CPI2015,Working age population: 18-65,2012,IDX,Index,98.5813
62877,Hungary,CPI2015,Working age population: 18-65,2013,IDX,Index,100.2899
62878,Hungary,CPI2015,Working age population: 18-65,2014,IDX,Index,100.0617
62879,Hungary,CPI2015,Working age population: 18-65,2015,IDX,Index,100.0
62880,Hungary,CPI2015,Working age population: 18-65,2016,IDX,Index,100.3948
62881,Hungary,CPI2015,Working age population: 18-65,2017,IDX,Index,102.7523
62882,Hungary,CPI2015,Working age population: 18-65,2018,IDX,Index,105.681
62888,Italy,CPI2015,Working age population: 18-65,2009,IDX,Index,91.59818
62889,Italy,CPI2015,Working age population: 18-65,2010,IDX,Index,92.99553
62890,Italy,CPI2015,Working age population: 18-65,2011,IDX,Index,95.5814
62891,Italy,CPI2015,Working age population: 18-65,2012,IDX,Index,98.48836999999999
62892,Italy,CPI2015,Working age population: 18-65,2013,IDX,Index,99.68993
62893,Italy,CPI2015,Working age population: 18-65,2014,IDX,Index,99.93023000000001
62894,Italy,CPI2015,Working age population: 18-65,2015,IDX,Index,99.96899
62895,Italy,CPI2015,Working age population: 18-65,2016,IDX,Index,99.875
62896,Italy,CPI2015,Working age population: 18-65,2017,IDX,Index,101.1
62897,Estonia,CPI2015,Total population,2013,IDX,Index,100.6016
62898,Estonia,CPI2015,Total population,2014,IDX,Index,100.4948
62899,Estonia,CPI2015,Total population,2015,IDX,Index,100.0
62900,Estonia,CPI2015,Total population,2016,IDX,Index,100.1487
62901,Estonia,CPI2015,Total population,2017,IDX,Index,103.571
62902,Estonia,CPI2015,Total population,2018,IDX,Index,107.13
62903,Korea,CPI2015,Retirement age population: above 65,2015,IDX,Index,99.99916999999999
62904,Korea,CPI2015,Retirement age population: above 65,2016,IDX,Index,100.9708
62905,Korea,CPI2015,Retirement age population: above 65,2017,IDX,Index,102.9342
62906,Korea,CPI2015,Retirement age population: above 65,2018,IDX,Index,104.4533
62907,Denmark,CPI2015,Retirement age population: above 65,2011,IDX,Index,95.91666
62908,Denmark,CPI2015,Retirement age population: above 65,2012,IDX,Index,98.21667
62909,Denmark,CPI2015,Retirement age population: above 65,2013,IDX,Index,98.99167
62910,Denmark,CPI2015,Retirement age population: above 65,2014,IDX,Index,99.55
62911,Denmark,CPI2015,Retirement age population: above 65,2015,IDX,Index,100.0
62912,Denmark,CPI2015,Retirement age population: above 65,2016,IDX,Index,100.25
62913,Denmark,CPI2015,Retirement age population: above 65,2017,IDX,Index,101.4
62916,Spain,CPI2015,Working age population: 18-65,2009,IDX,Index,92.2262
62917,Spain,CPI2015,Working age population: 18-65,2010,IDX,Index,93.88616999999999
62918,Spain,CPI2015,Working age population: 18-65,2011,IDX,Index,96.8869
62919,Spain,CPI2015,Working age population: 18-65,2012,IDX,Index,99.25676
62920,Spain,CPI2015,Working age population: 18-65,2013,IDX,Index,100.6548
62921,Spain,CPI2015,Working age population: 18-65,2014,IDX,Index,100.50299999999999
62922,Spain,CPI2015,Working age population: 18-65,2015,IDX,Index,100.0
62923,Spain,CPI2015,Working age population: 18-65,2016,IDX,Index,99.79733
62924,Spain,CPI2015,Working age population: 18-65,2017,IDX,Index,101.7495
62925,Spain,CPI2015,Working age population: 18-65,2018,IDX,Index,103.4538
62926,Japan,CPI2015,Working age population: 18-65,2009,IDX,Index,97.225
62927,Japan,CPI2015,Working age population: 18-65,2012,IDX,Index,96.21667
62928,Japan,CPI2015,Working age population: 18-65,2015,IDX,Index,100.0
62931,Norway,CPI2015,Working age population: 18-65,2009,IDX,Index,89.91666
62932,Norway,CPI2015,Working age population: 18-65,2010,IDX,Index,92.09167
62933,Norway,CPI2015,Working age population: 18-65,2011,IDX,Index,93.275
62934,Norway,CPI2015,Working age population: 18-65,2012,IDX,Index,93.925
62935,Norway,CPI2015,Working age population: 18-65,2013,IDX,Index,95.91666
62936,Norway,CPI2015,Working age population: 18-65,2014,IDX,Index,97.875
62937,Norway,CPI2015,Working age population: 18-65,2015,IDX,Index,100.0
62938,Norway,CPI2015,Working age population: 18-65,2016,IDX,Index,103.55
62939,Norway,CPI2015,Working age population: 18-65,2017,IDX,Index,105.4917
62940,Norway,CPI2015,Working age population: 18-65,2018,IDX,Index,108.4083
62943,Norway,CPI2015,Retirement age population: above 65,2009,IDX,Index,89.91666
62944,Norway,CPI2015,Retirement age population: above 65,2010,IDX,Index,92.09167
62945,Norway,CPI2015,Retirement age population: above 65,2011,IDX,Index,93.275
62946,Norway,CPI2015,Retirement age population: above 65,2012,IDX,Index,93.925
62947,Norway,CPI2015,Retirement age population: above 65,2013,IDX,Index,95.91666
62948,Norway,CPI2015,Retirement age population: above 65,2014,IDX,Index,97.875
62949,Norway,CPI2015,Retirement age population: above 65,2015,IDX,Index,100.0
62950,Norway,CPI2015,Retirement age population: above 65,2016,IDX,Index,103.55
62951,Norway,CPI2015,Retirement age population: above 65,2017,IDX,Index,105.4917
62952,Norway,CPI2015,Retirement age population: above 65,2018,IDX,Index,108.4083
62958,Lithuania,CPI2015,Retirement age population: above 65,2009,IDX,Index,91.70551
62959,Lithuania,CPI2015,Retirement age population: above 65,2010,IDX,Index,92.91530999999999
62960,Lithuania,CPI2015,Retirement age population: above 65,2011,IDX,Index,96.75296999999999
62961,Lithuania,CPI2015,Retirement age population: above 65,2012,IDX,Index,99.74261
62962,Lithuania,CPI2015,Retirement age population: above 65,2013,IDX,Index,100.7874
62963,Lithuania,CPI2015,Retirement age population: above 65,2014,IDX,Index,100.89200000000001
62964,Lithuania,CPI2015,Retirement age population: above 65,2015,IDX,Index,99.99999
62965,Lithuania,CPI2015,Retirement age population: above 65,2016,IDX,Index,100.9055
62966,Lithuania,CPI2015,Retirement age population: above 65,2017,IDX,Index,104.6621
62967,Lithuania,CPI2015,Retirement age population: above 65,2018,IDX,Index,107.4858
62970,Spain,CPI2015,Total population,2009,IDX,Index,92.2262
62971,Spain,CPI2015,Total population,2010,IDX,Index,93.88616999999999
62972,Spain,CPI2015,Total population,2011,IDX,Index,96.8869
62973,Spain,CPI2015,Total population,2012,IDX,Index,99.25676
62974,Spain,CPI2015,Total population,2013,IDX,Index,100.6548
62975,Spain,CPI2015,Total population,2014,IDX,Index,100.50299999999999
62976,Spain,CPI2015,Total population,2015,IDX,Index,100.0
62977,Spain,CPI2015,Total population,2016,IDX,Index,99.79733
62978,Spain,CPI2015,Total population,2017,IDX,Index,101.7495
62979,Spain,CPI2015,Total population,2018,IDX,Index,103.4538
62988,Slovak Republic,CPI2015,Total population,2009,IDX,Index,91.09355
62989,Slovak Republic,CPI2015,Total population,2010,IDX,Index,91.96533000000001
62990,Slovak Republic,CPI2015,Total population,2011,IDX,Index,95.56971999999999
62991,Slovak Republic,CPI2015,Total population,2012,IDX,Index,99.01606
62992,Slovak Republic,CPI2015,Total population,2013,IDX,Index,100.4028
62993,Slovak Republic,CPI2015,Total population,2014,IDX,Index,100.3263
62994,Slovak Republic,CPI2015,Total population,2015,IDX,Index,100.0
62995,Slovak Republic,CPI2015,Total population,2016,IDX,Index,99.47999
62996,Slovak Republic,CPI2015,Total population,2017,IDX,Index,100.7851
62997,Slovak Republic,CPI2015,Total population,2018,IDX,Index,103.3189
62998,New Zealand,CPI2015,Total population,2011,IDX,Index,96.37273
62999,New Zealand,CPI2015,Total population,2012,IDX,Index,97.3942
63000,New Zealand,CPI2015,Total population,2014,IDX,Index,99.70815
63006,United Kingdom,CPI2015,Retirement age population: above 65,2009,IDX,Index,87.9
63007,United Kingdom,CPI2015,Retirement age population: above 65,2010,IDX,Index,90.1
63008,United Kingdom,CPI2015,Retirement age population: above 65,2011,IDX,Index,93.6
63009,United Kingdom,CPI2015,Retirement age population: above 65,2012,IDX,Index,96.0
63010,United Kingdom,CPI2015,Retirement age population: above 65,2013,IDX,Index,98.2
63011,United Kingdom,CPI2015,Retirement age population: above 65,2014,IDX,Index,99.6
63012,United Kingdom,CPI2015,Retirement age population: above 65,2015,IDX,Index,100.0
63013,United Kingdom,CPI2015,Retirement age population: above 65,2016,IDX,Index,101.0
63014,United Kingdom,CPI2015,Retirement age population: above 65,2017,IDX,Index,103.6
63015,United Kingdom,CPI2015,Retirement age population: above 65,2018,IDX,Index,106.0
63016,Japan,CPI2015,Total population,2009,IDX,Index,97.225
63017,Japan,CPI2015,Total population,2012,IDX,Index,96.21667
63018,Japan,CPI2015,Total population,2015,IDX,Index,100.0
63022,Hungary,CPI2015,Retirement age population: above 65,2009,IDX,Index,85.62177
63023,Hungary,CPI2015,Retirement age population: above 65,2010,IDX,Index,89.77917
63024,Hungary,CPI2015,Retirement age population: above 65,2011,IDX,Index,93.30743000000001
63025,Hungary,CPI2015,Retirement age population: above 65,2012,IDX,Index,98.5813
63026,Hungary,CPI2015,Retirement age population: above 65,2013,IDX,Index,100.2899
63027,Hungary,CPI2015,Retirement age population: above 65,2014,IDX,Index,100.0617
63028,Hungary,CPI2015,Retirement age population: above 65,2015,IDX,Index,100.0
63029,Hungary,CPI2015,Retirement age population: above 65,2016,IDX,Index,100.3948
63030,Hungary,CPI2015,Retirement age population: above 65,2017,IDX,Index,102.7523
63031,Hungary,CPI2015,Retirement age population: above 65,2018,IDX,Index,105.681
63032,Russia,CPI2015,Working age population: 18-65,2011,IDX,Index,71.56546999999999
63033,Russia,CPI2015,Working age population: 18-65,2016,IDX,Index,107.0424
63034,Belgium,CPI2015,Retirement age population: above 65,2018,IDX,Index,106.28
63036,Brazil,CPI2015,Retirement age population: above 65,2009,IDX,Index,68.79394
63037,Brazil,CPI2015,Retirement age population: above 65,2011,IDX,Index,77.05579
63038,Brazil,CPI2015,Retirement age population: above 65,2013,IDX,Index,86.25861
63044,United Kingdom,CPI2015,Working age population: 18-65,2009,IDX,Index,87.9
63045,United Kingdom,CPI2015,Working age population: 18-65,2010,IDX,Index,90.1
63046,United Kingdom,CPI2015,Working age population: 18-65,2011,IDX,Index,93.6
63047,United Kingdom,CPI2015,Working age population: 18-65,2012,IDX,Index,96.0
63048,United Kingdom,CPI2015,Working age population: 18-65,2013,IDX,Index,98.2
63049,United Kingdom,CPI2015,Working age population: 18-65,2014,IDX,Index,99.6
63050,United Kingdom,CPI2015,Working age population: 18-65,2015,IDX,Index,100.0
63051,United Kingdom,CPI2015,Working age population: 18-65,2016,IDX,Index,101.0
63052,United Kingdom,CPI2015,Working age population: 18-65,2017,IDX,Index,103.6
63053,United Kingdom,CPI2015,Working age population: 18-65,2018,IDX,Index,106.0
63054,Australia,CPI2015,Retirement age population: above 65,2012,IDX,Index,93.82401
63055,Australia,CPI2015,Retirement age population: above 65,2014,IDX,Index,98.51405
63056,Australia,CPI2015,Retirement age population: above 65,2016,IDX,Index,101.277
63057,Australia,CPI2015,Retirement age population: above 65,2018,IDX,Index,105.2241
63058,New Zealand,CPI2015,Retirement age population: above 65,2011,IDX,Index,96.37273
63059,New Zealand,CPI2015,Retirement age population: above 65,2012,IDX,Index,97.3942
63060,New Zealand,CPI2015,Retirement age population: above 65,2014,IDX,Index,99.70815
63061,Australia,CPI2015,Working age population: 18-65,2012,IDX,Index,93.82401
63062,Australia,CPI2015,Working age population: 18-65,2014,IDX,Index,98.51405
63063,Australia,CPI2015,Working age population: 18-65,2016,IDX,Index,101.277
63064,Australia,CPI2015,Working age population: 18-65,2018,IDX,Index,105.2241
63065,Costa Rica,CPI2015,Retirement age population: above 65,2010,IDX,Index,82.30145
63066,Costa Rica,CPI2015,Retirement age population: above 65,2011,IDX,Index,86.31623
63067,Costa Rica,CPI2015,Retirement age population: above 65,2012,IDX,Index,90.19646999999999
63068,Costa Rica,CPI2015,Retirement age population: above 65,2013,IDX,Index,94.91487
63069,Costa Rica,CPI2015,Retirement age population: above 65,2014,IDX,Index,99.20443
63070,Costa Rica,CPI2015,Retirement age population: above 65,2015,IDX,Index,100.0
63071,Costa Rica,CPI2015,Retirement age population: above 65,2016,IDX,Index,99.98244
63072,Costa Rica,CPI2015,Retirement age population: above 65,2017,IDX,Index,101.6079
63073,Costa Rica,CPI2015,Retirement age population: above 65,2018,IDX,Index,103.8648
63074,Costa Rica,CPI2015,Retirement age population: above 65,2019,IDX,Index,106.042
63080,Slovak Republic,CPI2015,Retirement age population: above 65,2009,IDX,Index,91.09355
63081,Slovak Republic,CPI2015,Retirement age population: above 65,2010,IDX,Index,91.96533000000001
63082,Slovak Republic,CPI2015,Retirement age population: above 65,2011,IDX,Index,95.56971999999999
63083,Slovak Republic,CPI2015,Retirement age population: above 65,2012,IDX,Index,99.01606
63084,Slovak Republic,CPI2015,Retirement age population: above 65,2013,IDX,Index,100.4028
63085,Slovak Republic,CPI2015,Retirement age population: above 65,2014,IDX,Index,100.3263
63086,Slovak Republic,CPI2015,Retirement age population: above 65,2015,IDX,Index,100.0
63087,Slovak Republic,CPI2015,Retirement age population: above 65,2016,IDX,Index,99.47999
63088,Slovak Republic,CPI2015,Retirement age population: above 65,2017,IDX,Index,100.7851
63089,Slovak Republic,CPI2015,Retirement age population: above 65,2018,IDX,Index,103.3189
63095,Greece,CPI2015,Total population,2009,IDX,Index,94.76817
63096,Greece,CPI2015,Total population,2010,IDX,Index,99.23456999999999
63097,Greece,CPI2015,Total population,2011,IDX,Index,102.539
63098,Greece,CPI2015,Total population,2012,IDX,Index,104.0786
63099,Greece,CPI2015,Total population,2013,IDX,Index,103.1188
63100,Greece,CPI2015,Total population,2014,IDX,Index,101.7667
63101,Greece,CPI2015,Total population,2015,IDX,Index,100.0
63102,Greece,CPI2015,Total population,2016,IDX,Index,99.17434
63103,Greece,CPI2015,Total population,2017,IDX,Index,100.2863
63104,Greece,CPI2015,Total population,2018,IDX,Index,100.9138
63105,Costa Rica,CPI2015,Total population,2010,IDX,Index,82.30145
63106,Costa Rica,CPI2015,Total population,2011,IDX,Index,86.31623
63107,Costa Rica,CPI2015,Total population,2012,IDX,Index,90.19646999999999
63108,Costa Rica,CPI2015,Total population,2013,IDX,Index,94.91487
63109,Costa Rica,CPI2015,Total population,2014,IDX,Index,99.20443
63110,Costa Rica,CPI2015,Total population,2015,IDX,Index,100.0
63111,Costa Rica,CPI2015,Total population,2016,IDX,Index,99.98244
63112,Costa Rica,CPI2015,Total population,2017,IDX,Index,101.6079
63113,Costa Rica,CPI2015,Total population,2018,IDX,Index,103.8648
63114,Costa Rica,CPI2015,Total population,2019,IDX,Index,106.042
63115,Netherlands,CPI2015,Total population,2011,IDX,Index,93.73333000000001
63116,Netherlands,CPI2015,Total population,2012,IDX,Index,96.035
63117,Netherlands,CPI2015,Total population,2013,IDX,Index,98.4425
63118,Netherlands,CPI2015,Total population,2014,IDX,Index,99.40334
63119,Netherlands,CPI2015,Total population,2015,IDX,Index,100.0
63120,Netherlands,CPI2015,Total population,2016,IDX,Index,100.3167
63121,Australia,CPI2015,Total population,2012,IDX,Index,93.82401
63122,Australia,CPI2015,Total population,2014,IDX,Index,98.51405
63123,Australia,CPI2015,Total population,2016,IDX,Index,101.277
63124,Australia,CPI2015,Total population,2018,IDX,Index,105.2241
63130,Finland,CPI2015,Total population,2009,IDX,Index,90.84034
63131,Finland,CPI2015,Total population,2010,IDX,Index,91.91601999999999
63132,Finland,CPI2015,Total population,2011,IDX,Index,95.05660999999999
63133,Finland,CPI2015,Total population,2012,IDX,Index,97.72610999999999
63134,Finland,CPI2015,Total population,2013,IDX,Index,99.17079
63135,Finland,CPI2015,Total population,2014,IDX,Index,100.2034
63136,Finland,CPI2015,Total population,2015,IDX,Index,99.995
63137,Finland,CPI2015,Total population,2016,IDX,Index,100.3517
63138,Finland,CPI2015,Total population,2017,IDX,Index,101.1083
63139,Finland,CPI2015,Total population,2018,IDX,Index,102.2042
63140,Chile,CPI2015,Retirement age population: above 65,2009,IDX,Index,83.28355
63141,Chile,CPI2015,Retirement age population: above 65,2011,IDX,Index,87.28039
63142,Chile,CPI2015,Retirement age population: above 65,2013,IDX,Index,91.51420999999999
63143,Chile,CPI2015,Retirement age population: above 65,2015,IDX,Index,100.0
